Income Level,Country,Color Bin,X,Jan.19,Feb.19,Mar.19,Apr.19,May.19,Jun.19,Jul.19,Aug.19,Sep.19,Oct.19,Nov.19,Dec.19,Jan.20,Feb.20,Mar.20,Apr.20,May.20,Jun.20,Jul.20,Aug.20,Sep.20,Oct.20,Nov.20,Dec.20,Jan.21,Feb.21,Mar.21,Apr.21,May.21,Jun.21,Jul.21,Aug.21
High income,Denmark,< 2.,Food Change Yoy,0.01,0.01,0.02,0.01,0.01,,,,0.01,0.01,0.01,0.01,,0.00,0.01,0.02,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,-0.01,0.00,,0.00,0.01,0.01
High income,Denmark,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00
High income,Denmark,No Value,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,Denmark,No Value,Min. Bin,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,
High income,Estonia,2-5.,Food Change Yoy,,,0.02,0.04,0.03,0.03,0.04,0.05,0.04,0.02,0.03,0.03,0.03,0.04,0.02,0.03,0.03,0.03,0.02,0.02,,,,,,,,,,,,0.02
High income,Estonia,2-5.,Min. Bin,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,1.00
High income,Estonia,< 2.,Food Change Yoy,0.02,0.02,,,,,,,,,,,,,,,,,,,0.01,0.02,0.01,0.00,0.00,-0.01,0.01,0.00,0.01,0.00,0.01,
High income,Estonia,< 2.,Min. Bin,1.00,1.00,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,
High income,Faroe Islands,< 2.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.01,,
High income,Faroe Islands,< 2.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,
High income,Finland,2-5.,Food Change Yoy,0.02,0.02,,0.02,,,,,,,,,,,,,0.02,0.02,0.03,,,,,,,,,,,,,
High income,Finland,2-5.,Min. Bin,1.00,1.00,,1.00,,,,,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,,,
High income,Finland,< 2.,Food Change Yoy,,,0.01,,0.01,0.01,0.01,0.02,0.00,0.00,0.01,0.02,0.02,0.01,0.02,0.01,,,,0.01,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00
High income,Finland,< 2.,Min. Bin,,,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,France,2-5.,Food Change Yoy,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.03,,,0.02,0.02,,,0.02,0.04,0.04,0.03,,,,,0.02,,,,,,,,,
High income,France,2-5.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,,,1.00,1.00,1.00,1.00,,,,,1.00,,,,,,,,,
High income,France,< 2.,Food Change Yoy,,,,,,,,,0.02,0.02,,,0.02,0.02,,,,,0.01,0.01,0.01,0.02,,0.01,0.01,0.01,0.01,-0.01,0.00,0.00,0.01,0.01
High income,France,< 2.,Min. Bin,,,,,,,,,1.00,1.00,,,1.00,1.00,,,,,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,Germany,2-5.,Food Change Yoy,,,,,,,,0.02,,,,,0.02,0.03,0.04,0.05,0.04,0.04,,,,,,,,,,,,,0.04,0.05
High income,Germany,2-5.,Min. Bin,,,,,,,,1.00,,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,1.00,1.00
High income,Germany,< 2.,Food Change Yoy,0.01,0.01,0.00,0.00,0.01,0.01,0.02,,0.01,0.01,0.02,0.02,,,,,,,0.01,0.01,0.01,0.01,0.01,0.00,0.02,0.01,0.02,0.02,0.01,0.01,,
High income,Germany,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,
High income,Greece,2-5.,Food Change Yoy,,0.02,,,,,,,,,,,,,,,,0.04,,,0.02,,,,,,,,,,,0.03
High income,Greece,2-5.,Min. Bin,,1.00,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,1.00
High income,Greece,< 2.,Food Change Yoy,0.02,,0.01,0.01,0.00,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,0.00,0.00,0.00,0.00,0.01,0.01,,0.02,0.02,,0.02,0.02,0.01,0.00,0.00,0.00,-0.01,0.00,0.00,0.02,
High income,Greece,< 2.,Min. Bin,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,
High income,Hong Kong,2-5.,Food Change Yoy,0.04,0.05,0.05,0.04,,,,,,,,,,,,,,,0.05,0.04,0.03,0.04,0.03,0.03,,,0.02,,,,,0.03
High income,Hong Kong,2-5.,Min. Bin,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,,,,,1.00
High income,Hong Kong,5-30.,Food Change Yoy,,,,,0.06,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.16,0.14,0.13,0.15,0.12,0.05,,,,,,,,,,,,,,
High income,Hong Kong,5-30.,Min. Bin,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,
High income,Hong Kong,< 2.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,,0.01,0.01,0.01,0.02,
High income,Hong Kong,< 2.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,1.00,1.00,1.00,1.00,
High income,Hungary,2-5.,Food Change Yoy,0.04,0.05,,,,,,,0.05,,,,,,,,,,,,,,,0.04,0.03,0.03,0.02,,,0.02,0.02,0.03
High income,Hungary,2-5.,Min. Bin,1.00,1.00,,,,,,,1.00,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00
High income,Hungary,5-30.,Food Change Yoy,,,0.05,0.05,0.05,0.06,0.06,0.05,,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.09,0.08,0.08,0.08,0.07,0.06,0.06,,,,,,,,,
High income,Hungary,5-30.,Min. Bin,,,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,
High income,Hungary,< 2.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,,
High income,Hungary,< 2.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,
High income,Iceland,2-5.,Food Change Yoy,0.05,0.04,0.04,0.04,0.05,0.05,,0.05,0.03,0.02,0.03,,,,0.02,0.04,0.05,,,,,,,,,,,,0.04,0.03,,
High income,Iceland,2-5.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,,,,1.00,1.00,1.00,,,,,,,,,,,,1.00,1.00,,
High income,Iceland,5-30.,Food Change Yoy,,,,,,,0.05,,,,,,,,,,,0.06,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,,,,
High income,Iceland,5-30.,Min. Bin,,,,,,,1.00,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,
High income,Iceland,< 2.,Food Change Yoy,,,,,,,,,,,,0.01,0.01,0.02,,,,,,,,,,,,,,,,,0.02,0.02
High income,Iceland,< 2.,Min. Bin,,,,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,,,,,,,1.00,1.00
High income,Ireland,< 2.,Food Change Yoy,-0.02,-0.01,-0.01,0.00,0.00,0.00,-0.01,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,0.00,0.00,0.00
High income,Ireland,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,Israel,2-5.,Food Change Yoy,0.05,0.04,,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,Israel,2-5.,Min. Bin,1.00,1.00,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,Israel,5-30.,Food Change Yoy,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,Israel,5-30.,Min. Bin,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,Israel,< 2.,Food Change Yoy,,,,,,0.01,-0.01,0.01,0.00,0.01,0.01,0.00,-0.01,-0.01,0.00,0.02,0.00,0.00,0.01,0.00,,0.00,,0.00,0.00,0.00,-0.01,-0.01,0.00,0.02,0.02,0.02
High income,Israel,< 2.,Min. Bin,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,Israel,No Value,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,Israel,No Value,Min. Bin,,,,,,,,,,,,,,,,,,,,,1.00,,1.00,,,,,,,,,
High income,Italy,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,0.03,0.03,0.02,,,,,,,,,,,,,,
High income,Italy,2-5.,Min. Bin,,,,,,,,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,,,,
High income,Italy,< 2.,Food Change Yoy,0.01,0.02,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,-0.01,-0.01,0.00,0.01
High income,Italy,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,Japan,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,0.02,0.02,,,0.03,,,,,,,,,,,,
High income,Japan,2-5.,Min. Bin,,,,,,,,,,,,,,,,1.00,1.00,,,1.00,,,,,,,,,,,,
High income,Japan,< 2.,Food Change Yoy,-0.02,-0.02,-0.01,0.01,0.01,0.02,0.01,0.00,0.00,0.00,0.01,0.02,0.01,0.01,0.01,,,0.02,0.02,,0.01,0.01,0.00,-0.01,0.00,0.00,0.00,-0.02,-0.01,0.00,-0.01,-0.01
High income,Japan,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,"Korea, Republic of",2-5.,Food Change Yoy,0.03,,,,,0.02,,,,,,,,,0.03,,0.02,0.03,0.04,,,,,,,,,,,,,
High income,"Korea, Republic of",2-5.,Min. Bin,1.00,,,,,1.00,,,,,,,,,1.00,,1.00,1.00,1.00,,,,,,,,,,,,,
High income,"Korea, Republic of",5-30.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,0.07,0.08,0.08,0.07,0.06,0.07,0.10,0.08,0.08,0.07,0.07,0.06,0.06
High income,"Korea, Republic of",5-30.,Min. Bin,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,"Korea, Republic of",< 2.,Food Change Yoy,,0.00,0.01,0.01,0.02,,0.01,-0.03,-0.04,-0.01,-0.01,0.00,0.02,0.01,,0.02,,,,,,,,,,,,,,,,
High income,"Korea, Republic of",< 2.,Min. Bin,,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,,,,,,,,,,,,,,,,
High income,Kuwait,2-5.,Food Change Yoy,,,,,,,,,,,0.02,,0.03,,,,,,,,,,,,,,,,,,,
High income,Kuwait,2-5.,Min. Bin,,,,,,,,,,,1.00,,1.00,,,,,,,,,,,,,,,,,,,
High income,Kuwait,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,,,,
High income,Kuwait,5-30.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,
High income,Kuwait,< 2.,Food Change Yoy,,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,,0.02,,,,,,,,,,,,,,,,,,,,
High income,Kuwait,< 2.,Min. Bin,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,,,,,,,,,,,,,,,,,,,,
High income,Kuwait,No Value,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,Kuwait,No Value,Min. Bin,1.00,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,
High income,Latvia,2-5.,Food Change Yoy,,,0.02,0.03,0.04,0.04,0.04,0.05,0.02,0.03,0.03,0.02,0.03,0.04,0.04,0.03,0.02,,0.03,,0.02,,,,,,,,,0.02,,0.02
High income,Latvia,2-5.,Min. Bin,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,,1.00,,,,,,,,,1.00,,1.00
High income,Latvia,< 2.,Food Change Yoy,0.01,0.01,,,,,,,,,,,,,,,,0.01,,0.02,,0.01,0.02,0.01,0.00,0.00,-0.01,0.00,0.01,,0.01,
High income,Latvia,< 2.,Min. Bin,1.00,1.00,,,,,,,,,,,,,,,,1.00,,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,
High income,Lithuania,2-5.,Food Change Yoy,,,,0.02,0.03,0.03,0.05,,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,,,,,,,,,,,,,0.02,0.03
High income,Lithuania,2-5.,Min. Bin,,,,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,1.00,1.00
High income,Lithuania,5-30.,Food Change Yoy,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,
High income,Lithuania,5-30.,Min. Bin,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,
High income,Lithuania,< 2.,Food Change Yoy,0.00,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,0.02,0.01,0.01,0.00,0.00,-0.01,0.00,0.00,0.01,0.01,,
High income,Lithuania,< 2.,Min. Bin,1.00,1.00,1.00,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,
High income,Luxembourg,2-5.,Food Change Yoy,0.03,0.02,,,,,,,,,,,,,0.03,0.04,0.04,0.03,0.02,0.02,0.03,0.03,0.03,,,,,,,,,
High income,Luxembourg,2-5.,Min. Bin,1.00,1.00,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,
High income,Luxembourg,< 2.,Food Change Yoy,,,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.00,0.01,0.01,0.02,,,,,,,,,,0.02,0.01,0.01,0.01,-0.01,0.00,0.00,0.01,0.01
High income,Luxembourg,< 2.,Min. Bin,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,Macao,2-5.,Food Change Yoy,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,
High income,Macao,2-5.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,
High income,Malta,2-5.,Food Change Yoy,0.05,,0.05,0.05,0.05,0.04,0.04,0.04,0.03,,,0.02,0.02,0.02,0.02,0.03,,0.03,,,,,,,,,,,,,0.03,0.03
High income,Malta,2-5.,Min. Bin,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,,1.00,,,,,,,,,,,,,1.00,1.00
High income,Malta,5-30.,Food Change Yoy,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,Malta,5-30.,Min. Bin,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,Malta,< 2.,Food Change Yoy,,,,,,,,,,0.01,0.02,,,,,,0.02,,0.02,0.02,0.01,0.02,0.02,0.01,0.00,0.00,0.00,,,,,
High income,Malta,< 2.,Min. Bin,,,,,,,,,,1.00,1.00,,,,,,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,
High income,Mauritius,2-5.,Food Change Yoy,,,,,,0.02,0.03,,0.04,,,0.03,,,,,,0.03,0.03,0.03,,,,,,,,,0.02,,,
High income,Mauritius,2-5.,Min. Bin,,,,,,1.00,1.00,,1.00,,,1.00,,,,,,1.00,1.00,1.00,,,,,,,,,1.00,,,
High income,Mauritius,5-30.,Food Change Yoy,,,,,,,,0.06,,,,,0.07,0.06,0.08,0.12,0.07,,,,0.05,0.07,0.07,0.05,,,,,,0.11,0.09,0.08
High income,Mauritius,5-30.,Min. Bin,,,,,,,,1.00,,,,,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00,1.00,1.00,,,,,,1.00,1.00,1.00
High income,Mauritius,< 2.,Food Change Yoy,-0.04,-0.07,-0.08,0.00,0.01,,,,,0.00,0.01,,,,,,,,,,,,,,-0.01,-0.02,-0.02,-0.04,,,,
High income,Mauritius,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,,,,,1.00,1.00,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,,
High income,Netherlands,2-5.,Food Change Yoy,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.04,,,0.03,0.03,0.03,0.03,,,,,,,,,,,,,,
High income,Netherlands,2-5.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,
High income,Netherlands,< 2.,Food Change Yoy,,,,,,,,,,,,,0.02,0.02,,,,,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.00,-0.01,-0.02,-0.01,-0.02,-0.01,0.00
High income,Netherlands,< 2.,Min. Bin,,,,,,,,,,,,,1.00,1.00,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,New Caledonia,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,
High income,New Caledonia,2-5.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,
High income,New Zealand,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.02
High income,New Zealand,2-5.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
High income,Norway,2-5.,Food Change Yoy,,,0.03,,,,,,,,,,0.02,0.02,0.03,0.04,0.05,0.03,0.02,0.04,0.04,0.04,0.03,0.03,,,,,,,,
High income,Norway,2-5.,Min. Bin,,,1.00,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,
High income,Norway,< 2.,Food Change Yoy,0.01,0.02,,0.02,0.01,0.01,0.02,0.01,0.01,0.00,-0.01,0.00,,,,,,,,,,,,,0.01,0.00,0.00,-0.02,-0.02,-0.02,-0.03,-0.03
High income,Norway,< 2.,Min. Bin,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,Oman,2-5.,Food Change Yoy,,,0.02,,,,,,,,0.02,,,0.02,,0.02,0.03,0.03,,,,,,,,,,,,,,
High income,Oman,2-5.,Min. Bin,,,1.00,,,,,,,,1.00,,,1.00,,1.00,1.00,1.00,,,,,,,,,,,,,,
High income,Oman,< 2.,Food Change Yoy,0.01,0.01,,0.01,0.00,0.00,0.01,0.02,0.02,0.01,,0.01,0.02,,0.01,,,,0.01,0.00,0.00,0.00,-0.01,0.00,-0.01,-0.02,-0.01,0.00,0.00,-0.01,0.01,
High income,Oman,< 2.,Min. Bin,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,
High income,Panama,< 2.,Food Change Yoy,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01
High income,Panama,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,Poland,2-5.,Food Change Yoy,,0.02,0.03,0.03,0.05,,,,,,,,,,,,,,0.04,0.03,0.03,0.02,,,,,,,,,0.03,0.04
High income,Poland,2-5.,Min. Bin,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,1.00,1.00
High income,Poland,5-30.,Food Change Yoy,,,,,,0.05,0.06,0.07,0.06,0.06,0.06,0.07,0.08,0.07,0.08,0.07,0.06,0.05,,,,,,,,,,,,,,
High income,Poland,5-30.,Min. Bin,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,
High income,Poland,< 2.,Food Change Yoy,0.01,,,,,,,,,,,,,,,,,,,,,,0.02,0.01,0.01,0.00,0.00,0.01,0.01,0.02,,
High income,Poland,< 2.,Min. Bin,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,
High income,Portugal,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,0.04,0.02,0.03,0.03,0.02,,0.02,0.02,,,,,,,,,
High income,Portugal,2-5.,Min. Bin,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,,,,,,,,,
High income,Portugal,< 2.,Food Change Yoy,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,,,,,,0.02,,,0.02,0.01,0.01,0.01,-0.01,0.01,0.00,0.01,0.01
High income,Portugal,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,Puerto Rico,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,
High income,Puerto Rico,2-5.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,
High income,Puerto Rico,< 2.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,
High income,Puerto Rico,< 2.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,
High income,Qatar,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.02,0.03,
High income,Qatar,2-5.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,
High income,Qatar,< 2.,Food Change Yoy,-0.03,-0.01,-0.01,-0.01,-0.01,0.01,0.01,0.02,0.01,-0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,-0.01,-0.01,0.00,-0.01,0.01,-0.01,-0.01,0.01,0.01,0.00,0.00,,,,0.01
High income,Qatar,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,1.00
High income,Romania,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.03
High income,Romania,2-5.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
High income,Saint Kitts and Nevis,2-5.,Food Change Yoy,,,,,,0.03,0.03,0.02,,,0.02,,0.02,,,,,,,,,,,,,,,,,,,
High income,Saint Kitts and Nevis,2-5.,Min. Bin,,,,,,1.00,1.00,1.00,,,1.00,,1.00,,,,,,,,,,,,,,,,,,,
High income,Saint Kitts and Nevis,< 2.,Food Change Yoy,0.02,0.01,0.02,0.01,0.01,,,,0.02,0.02,,0.02,,0.02,0.02,0.01,0.01,0.00,,,,,,,,,,,,,,
High income,Saint Kitts and Nevis,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00,,1.00,,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,
High income,Saudi Arabia,2-5.,Food Change Yoy,0.02,,0.02,,0.03,,,,0.02,0.03,0.02,0.03,,0.03,0.04,,,,,,,,,,,,,,,,,
High income,Saudi Arabia,2-5.,Min. Bin,1.00,,1.00,,1.00,,,,1.00,1.00,1.00,1.00,,1.00,1.00,,,,,,,,,,,,,,,,,
High income,Saudi Arabia,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,0.06,0.07,0.06,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.11,0.10,0.08,0.07,0.08,,
High income,Saudi Arabia,5-30.,Min. Bin,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,
High income,Saudi Arabia,< 2.,Food Change Yoy,,0.02,,0.02,,0.02,0.01,0.02,,,,,0.02,,,,,,,,,,,,,,,,,,0.01,0.02
High income,Saudi Arabia,< 2.,Min. Bin,,1.00,,1.00,,1.00,1.00,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,1.00,1.00
High income,Seychelles,2-5.,Food Change Yoy,,,,,,,,0.02,,,0.02,,,,,,,,,,,,,,,,,,,,,
High income,Seychelles,2-5.,Min. Bin,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,
